"DATE","REGION","AGEGROUP","SEX","DEATHS"
2022-08-17,"Flanders","85+","F",1
2022-08-17,"Brussels","65-74","M",2
2022-08-18,"Wallonia","75-84","M",1
2022-08-18,"Wallonia","85+","F",1
2022-08-18,"Flanders","65-74","F",1
2022-08-18,"Brussels","45-64","M",1
2022-08-18,"Brussels","75-84","M",1
2022-08-18,"Brussels","85+","M",1
2022-08-19,"Wallonia","65-74","F",1
2022-08-19,"Wallonia","85+","F",1
2022-08-19,"Flanders","85+","F",2
2022-08-19,"Brussels","65-74","M",1
2022-08-20,"Wallonia","45-64","M",1
2022-08-20,"Wallonia","65-74","M",1
2022-08-20,"Wallonia","75-84","M",2
2022-08-20,"Flanders","75-84","M",1
2022-08-20,"Flanders","75-84","F",2
2022-08-20,"Flanders","85+","M",2
2022-08-20,"Brussels","85+","F",1
2022-08-21,"Wallonia","75-84","M",1
2022-08-21,"Wallonia","85+","F",1
2022-08-21,"Flanders","45-64","F",1
2022-08-21,"Flanders","85+","M",2
2022-08-21,"Flanders","85+","F",2
2022-08-22,"Wallonia","75-84","M",1
2022-08-22,"Wallonia","85+","M",1
2022-08-22,"Wallonia","85+","F",1
2022-08-22,"Flanders","75-84","M",4
2022-08-22,"Flanders","85+","M",1
2022-08-22,"Flanders","85+","F",1
2022-08-23,"Wallonia","75-84","F",1
2022-08-23,"Flanders","75-84","M",1
2022-08-23,"Flanders","85+","F",1
2022-08-24,"Wallonia","65-74","M",1
2022-08-24,"Wallonia","85+","M",1
2022-08-24,"Wallonia","85+","F",1
2022-08-24,"Flanders","65-74","M",1
2022-08-24,"Flanders","75-84","M",2
2022-08-24,"Flanders","75-84","F",1
2022-08-24,"Flanders","85+","F",2
2022-08-25,"Wallonia","65-74","M",1
2022-08-25,"Wallonia","65-74","F",1
2022-08-25,"Wallonia","75-84","F",1
2022-08-25,"Wallonia","85+","M",1
2022-08-25,"Flanders","65-74","M",1
2022-08-25,"Flanders","85+","M",3
2022-08-25,"Brussels","65-74","M",1
2022-08-26,"Wallonia","65-74","M",1
2022-08-26,"Flanders","75-84","M",1
2022-08-26,"Flanders","75-84","F",1
2022-08-27,"Wallonia","75-84","M",2
2022-08-27,"Flanders","65-74","M",1
2022-08-27,"Brussels","85+","F",1
2022-08-28,"Wallonia","75-84","M",1
2022-08-28,"Flanders","85+","M",1
2022-08-29,"Wallonia","45-64","F",1
2022-08-29,"Wallonia","65-74","F",1
2022-08-29,"Wallonia","75-84","F",1
2022-08-29,"Wallonia","85+","M",2
2022-08-29,"Wallonia","85+","F",1
2022-08-29,"Flanders","45-64","F",1
2022-08-29,"Flanders","75-84","M",1
2022-08-30,"Wallonia","75-84","M",1
2022-08-30,"Flanders","75-84","M",1
2022-08-30,"Flanders","75-84","F",1
2022-08-30,"Brussels","65-74","M",1
2022-08-30,"Brussels","85+","M",1
2022-08-31,"Wallonia","75-84","M",1
2022-08-31,"Wallonia","85+","F",1
2022-08-31,"Flanders","65-74","M",1
2022-08-31,"Flanders","85+","M",1
2022-08-31,"Flanders","85+","F",3
2022-09-01,"Wallonia","65-74","M",1
2022-09-01,"Wallonia","65-74","F",1
2022-09-01,"Wallonia","75-84","F",1
2022-09-01,"Flanders","75-84","M",1
2022-09-01,"Flanders","75-84","F",1
2022-09-01,"Flanders","85+","M",1
2022-09-02,"Wallonia","45-64","M",1
2022-09-02,"Wallonia","65-74","F",1
2022-09-02,"Wallonia","85+","F",1
2022-09-02,"Flanders","75-84","M",1
2022-09-02,"Flanders","85+","M",1
2022-09-02,"Flanders","85+","F",1
2022-09-02,"Brussels","65-74","M",2
2022-09-03,"Wallonia","75-84","M",1
2022-09-03,"Wallonia","85+","M",1
2022-09-03,"Wallonia","85+","F",1
2022-09-03,"Flanders","85+","F",1
2022-09-04,"Flanders","65-74","M",2
2022-09-04,"Flanders","75-84","F",1
2022-09-04,"Flanders","85+","M",1
2022-09-04,"Flanders","85+","F",1
2022-09-05,"Wallonia","45-64","M",2
2022-09-05,"Brussels","45-64","M",1
2022-09-05,"Brussels","75-84","M",1
2022-09-06,"Wallonia","65-74","M",1
2022-09-06,"Wallonia","85+","F",1
2022-09-06,"Flanders","75-84","F",1
2022-09-06,"Flanders","85+","M",2
2022-09-06,"Flanders","85+","F",2
2022-09-07,"Wallonia","65-74","F",1
2022-09-07,"Flanders","75-84","M",1
2022-09-07,"Flanders","85+","M",1
2022-09-07,"Brussels","85+","M",1
2022-09-08,"Wallonia","75-84","F",1
2022-09-08,"Flanders","75-84","M",1
2022-09-08,"Brussels","45-64","F",1
2022-09-08,"Brussels","75-84","M",1
2022-09-09,"Wallonia","65-74","M",1
2022-09-09,"Flanders","45-64","M",1
2022-09-09,"Flanders","65-74","F",1
2022-09-09,"Flanders","85+","M",2
2022-09-09,"Flanders","85+","F",1
2022-09-09,"Brussels","75-84","F",1
2022-09-10,"Wallonia","45-64","F",1
2022-09-10,"Wallonia","85+","F",1
2022-09-10,"Flanders","75-84","M",1
2022-09-10,"Flanders","75-84","F",1
2022-09-10,"Flanders","85+","M",2
2022-09-10,"Brussels","65-74","M",1
2022-09-10,"Brussels","85+","F",1
2022-09-11,"Wallonia","65-74","F",1
2022-09-11,"Wallonia","85+","F",2
2022-09-11,"Flanders","75-84","M",1
2022-09-11,"Flanders","75-84","F",1
2022-09-11,"Flanders","85+","M",1
2022-09-11,"Brussels","65-74","F",1
2022-09-11,"Brussels","85+","M",1
2022-09-12,"Wallonia","75-84","M",1
2022-09-12,"Wallonia","85+","M",1
2022-09-12,"Wallonia","85+","F",1
2022-09-12,"Flanders","45-64","F",1
2022-09-12,"Flanders","75-84","F",1
2022-09-12,"Flanders","85+","M",1
2022-09-12,"Brussels","85+","F",1
2022-09-13,"Wallonia","65-74","F",1
2022-09-13,"Wallonia","75-84","F",1
2022-09-13,"Wallonia","85+","F",1
2022-09-13,"Flanders","65-74","M",1
2022-09-13,"Flanders","75-84","M",1
2022-09-13,"Brussels","45-64","M",1
2022-09-13,"Brussels","75-84","M",2
2022-09-14,"Wallonia","85+","M",1
2022-09-14,"Flanders","75-84","M",1
2022-09-14,"Flanders","85+","M",1
2022-09-14,"Flanders","85+","F",1
2022-09-15,"Wallonia","45-64","M",1
2022-09-15,"Wallonia","45-64","F",2
2022-09-15,"Wallonia","85+","M",1
2022-09-15,"Flanders","45-64","F",1
2022-09-15,"Flanders","75-84","M",1
2022-09-15,"Flanders","75-84","F",1
2022-09-15,"Flanders","85+","M",1
2022-09-15,"Brussels","75-84","M",1
2022-09-16,"Wallonia","75-84","F",1
2022-09-16,"Flanders","75-84","M",1
2022-09-17,"Flanders","65-74","M",1
2022-09-18,"Wallonia","85+","F",1
2022-09-18,"Flanders","85+","F",1
2022-09-19,"Wallonia","85+","F",1
2022-09-20,"Flanders","45-64","M",1
2022-09-20,"Flanders","75-84","M",1
2022-09-20,"Brussels","85+","F",2
2022-09-21,"Wallonia","45-64","F",1
2022-09-21,"Wallonia","85+","M",1
2022-09-21,"Flanders","75-84","M",1
2022-09-21,"Flanders","85+","M",1
2022-09-22,"Flanders","65-74","M",1
2022-09-22,"Flanders","85+","M",1
2022-09-22,"Flanders","85+","F",1
2022-09-23,"Wallonia","75-84","M",1
2022-09-23,"Flanders","65-74","M",1
2022-09-23,"Flanders","75-84","F",1
2022-09-23,"Flanders","85+","M",2
2022-09-24,"Wallonia","45-64","F",1
2022-09-24,"Wallonia","75-84","M",1
2022-09-24,"Wallonia","85+","F",2
2022-09-25,"Wallonia","75-84","F",1
2022-09-25,"Flanders","85+","M",2
2022-09-26,"Wallonia","75-84","M",1
2022-09-26,"Flanders","75-84","F",1
2022-09-26,"Flanders","85+","F",4
2022-09-27,"Wallonia","65-74","M",1
2022-09-27,"Wallonia","85+","M",1
2022-09-27,"Flanders","85+","M",1
2022-09-28,"Wallonia","85+","F",1
2022-09-28,"Flanders","75-84","M",1
2022-09-28,"Flanders","85+","F",2
2022-09-28,"Brussels","85+","F",1
2022-09-29,"Wallonia","45-64","F",1
2022-09-29,"Flanders","75-84","F",1
2022-09-29,"Flanders","85+","M",1
2022-09-30,"Flanders","75-84","F",1
2022-09-30,"Flanders","85+","M",1
2022-09-30,"Brussels","85+","M",1
2022-10-01,"Wallonia","75-84","M",1
2022-10-01,"Wallonia","85+","M",1
2022-10-01,"Flanders","85+","M",1
2022-10-01,"Brussels","85+","F",1
2022-10-02,"Wallonia","75-84","M",1
2022-10-02,"Wallonia","75-84","F",1
2022-10-02,"Flanders","65-74","M",1
2022-10-02,"Flanders","85+","F",1
2022-10-03,"Wallonia","75-84","F",2
2022-10-03,"Wallonia","85+","M",1
2022-10-03,"Flanders","45-64","M",1
2022-10-03,"Flanders","45-64","F",1
2022-10-03,"Flanders","65-74","M",1
2022-10-03,"Flanders","65-74","F",1
2022-10-03,"Flanders","75-84","M",1
2022-10-03,"Flanders","85+","F",2
2022-10-03,"Brussels","75-84","F",1
2022-10-04,"Wallonia","45-64","F",1
2022-10-04,"Wallonia","75-84","M",1
2022-10-04,"Wallonia","85+","F",1
2022-10-04,"Flanders","45-64","M",1
2022-10-04,"Flanders","65-74","M",1
2022-10-04,"Flanders","65-74","F",1
2022-10-04,"Flanders","85+","M",2
2022-10-05,"Wallonia","85+","M",1
2022-10-05,"Flanders","65-74","M",2
2022-10-05,"Flanders","75-84","F",1
2022-10-05,"Flanders","85+","M",1
2022-10-05,"Flanders","85+","F",3
2022-10-05,"Brussels","65-74","F",1
2022-10-06,"Flanders","45-64","M",1
2022-10-06,"Flanders","85+","M",3
2022-10-06,"Brussels","45-64","M",1
2022-10-06,"Brussels","85+","M",1
2022-10-07,"Wallonia","45-64","M",1
2022-10-07,"Wallonia","75-84","M",1
2022-10-07,"Wallonia","85+","M",2
2022-10-07,"Flanders","65-74","M",2
2022-10-07,"Flanders","75-84","M",1
2022-10-07,"Brussels","85+","M",1
2022-10-08,"Wallonia","85+","F",1
2022-10-08,"Flanders","85+","M",2
2022-10-08,"Flanders","85+","F",3
2022-10-08,"Brussels","65-74","M",1
2022-10-09,"Wallonia","75-84","M",1
2022-10-09,"Wallonia","75-84","F",2
2022-10-09,"Wallonia","85+","M",3
2022-10-09,"Flanders","45-64","M",1
2022-10-09,"Flanders","75-84","F",1
2022-10-09,"Brussels","75-84","M",1
2022-10-10,"Wallonia","65-74","F",1
2022-10-10,"Wallonia","75-84","M",1
2022-10-10,"Wallonia","75-84","F",1
2022-10-10,"Wallonia","85+","F",2
2022-10-10,"Flanders","45-64","M",1
2022-10-10,"Flanders","45-64","F",1
2022-10-10,"Flanders","65-74","M",1
2022-10-10,"Flanders","75-84","M",1
2022-10-10,"Flanders","85+","M",2
2022-10-10,"Flanders","85+","F",3
2022-10-10,"Brussels","75-84","F",1
2022-10-11,"Wallonia","65-74","F",1
2022-10-11,"Wallonia","75-84","M",1
2022-10-11,"Wallonia","85+","F",1
2022-10-11,"Flanders","75-84","M",2
2022-10-11,"Flanders","85+","M",1
2022-10-11,"Flanders","85+","F",1
2022-10-11,"Brussels","85+","M",2
2022-10-12,"Wallonia","85+","M",1
2022-10-12,"Flanders","45-64","M",1
2022-10-12,"Flanders","65-74","M",1
2022-10-12,"Flanders","75-84","F",1
2022-10-12,"Flanders","85+","M",1
2022-10-12,"Flanders","85+","F",1
2022-10-12,"Brussels","75-84","F",1
2022-10-13,"Wallonia","65-74","M",3
2022-10-13,"Wallonia","65-74","F",1
2022-10-13,"Wallonia","85+","M",2
2022-10-13,"Wallonia","85+","F",2
2022-10-13,"Flanders","85+","F",2
2022-10-13,"Brussels","85+","M",2
2022-10-14,"Wallonia","65-74","F",1
2022-10-14,"Wallonia","75-84","M",1
2022-10-14,"Wallonia","85+","M",3
2022-10-14,"Flanders","45-64","M",1
2022-10-14,"Flanders","75-84","M",2
2022-10-14,"Flanders","85+","M",2
2022-10-15,"Wallonia","65-74","F",1
2022-10-15,"Wallonia","85+","F",1
2022-10-15,"Flanders","25-44","F",1
2022-10-15,"Flanders","75-84","M",1
2022-10-15,"Flanders","75-84","F",2
2022-10-15,"Flanders","85+","M",2
2022-10-15,"Flanders","85+","F",1
2022-10-15,"Brussels","25-44","M",1
2022-10-16,"Wallonia","75-84","M",1
2022-10-16,"Flanders","75-84","M",1
2022-10-16,"Flanders","75-84","F",1
2022-10-16,"Flanders","85+","M",1
2022-10-16,"Brussels","75-84","F",1
2022-10-16,"Brussels","85+","F",1
2022-10-17,"Wallonia","65-74","M",1
2022-10-17,"Wallonia","75-84","M",1
2022-10-17,"Wallonia","85+","M",2
2022-10-17,"Flanders","65-74","M",1
2022-10-17,"Flanders","75-84","M",1
2022-10-17,"Flanders","85+","M",2
2022-10-17,"Flanders","85+","F",2
2022-10-17,"Brussels","75-84","F",1
2022-10-18,"Wallonia","85+","M",1
2022-10-18,"Wallonia","85+","F",3
2022-10-18,"Flanders","65-74","M",1
2022-10-18,"Flanders","75-84","M",1
2022-10-18,"Flanders","85+","M",1
2022-10-18,"Flanders","85+","F",1
2022-10-19,"Wallonia","85+","M",1
2022-10-19,"Wallonia","85+","F",3
2022-10-19,"Flanders","65-74","F",1
2022-10-19,"Flanders","85+","M",1
2022-10-19,"Flanders","85+","F",2
2022-10-20,"Wallonia","65-74","F",1
2022-10-20,"Wallonia","75-84","F",3
2022-10-20,"Wallonia","85+","M",1
2022-10-20,"Wallonia","85+","F",1
2022-10-20,"Flanders","25-44","M",1
2022-10-20,"Flanders","45-64","F",1
2022-10-20,"Flanders","75-84","M",2
2022-10-20,"Flanders","85+","M",2
2022-10-20,"Brussels","65-74","F",1
2022-10-20,"Brussels","85+","F",2
2022-10-21,"Wallonia","85+","M",1
2022-10-21,"Wallonia","85+","F",1
2022-10-21,"Flanders","45-64","M",1
2022-10-21,"Flanders","65-74","M",1
2022-10-21,"Flanders","85+","M",1
2022-10-21,"Flanders","85+","F",1
2022-10-21,"Brussels","65-74","F",1
2022-10-22,"Wallonia","45-64","M",2
2022-10-22,"Wallonia","75-84","M",1
2022-10-22,"Flanders","65-74","M",1
2022-10-22,"Flanders","75-84","M",1
2022-10-22,"Flanders","85+","M",1
2022-10-23,"Wallonia","65-74","M",2
2022-10-23,"Wallonia","75-84","M",1
2022-10-23,"Wallonia","75-84","F",1
2022-10-23,"Wallonia","85+","M",1
2022-10-23,"Flanders","65-74","M",1
2022-10-23,"Flanders","75-84","M",1
2022-10-23,"Flanders","85+","M",1
2022-10-23,"Flanders","85+","F",2
2022-10-24,"Wallonia","45-64","M",2
2022-10-24,"Wallonia","65-74","F",1
2022-10-24,"Wallonia","75-84","F",1
2022-10-24,"Wallonia","85+","M",2
2022-10-24,"Flanders","65-74","F",2
2022-10-24,"Flanders","85+","F",1
2022-10-24,"Brussels","65-74","F",1
2022-10-25,"Wallonia","65-74","M",1
2022-10-25,"Wallonia","75-84","M",1
2022-10-25,"Wallonia","75-84","F",2
2022-10-25,"Flanders","75-84","M",1
2022-10-25,"Flanders","75-84","F",1
2022-10-25,"Flanders","85+","F",1
2022-10-25,"Brussels","65-74","F",1
2022-10-26,"Wallonia","85+","M",1
2022-10-26,"Wallonia","85+","F",1
2022-10-26,"Flanders","65-74","M",1
2022-10-26,"Flanders","85+","F",1
2022-10-26,"Brussels","75-84","F",1
2022-10-27,"Flanders","45-64","M",1
2022-10-27,"Flanders","75-84","M",1
2022-10-27,"Flanders","75-84","F",2
2022-10-28,"Wallonia","85+","M",1
2022-10-28,"Wallonia","85+","F",1
2022-10-28,"Flanders","75-84","M",3
2022-10-28,"Flanders","75-84","F",1
2022-10-28,"Flanders","85+","F",1
2022-10-29,"Wallonia","45-64","M",1
2022-10-29,"Wallonia","65-74","F",1
2022-10-29,"Wallonia","75-84","F",1
2022-10-29,"Wallonia","85+","M",1
2022-10-29,"Flanders","75-84","M",2
2022-10-29,"Flanders","75-84","F",1
2022-10-29,"Flanders","85+","M",1
2022-10-29,"Flanders","85+","F",2
2022-10-29,"Brussels","85+","M",1
2022-10-30,"Wallonia","85+","M",2
2022-10-30,"Flanders","85+","F",2
2022-10-30,"Brussels","75-84","M",1
2022-10-31,"Wallonia","65-74","M",1
2022-10-31,"Wallonia","75-84","F",1
2022-10-31,"Wallonia","85+","M",2
2022-10-31,"Flanders","65-74","F",1
2022-11-01,"Wallonia","75-84","M",1
2022-11-01,"Brussels","45-64","F",1
2022-11-01,"Brussels","85+","M",1
2022-11-02,"Wallonia","45-64","M",1
2022-11-02,"Wallonia","65-74","F",1
2022-11-02,"Flanders","85+","F",2
2022-11-02,"Brussels","85+","M",1
2022-11-02,"Brussels","85+","F",1
2022-11-03,"Wallonia","75-84","M",1
2022-11-03,"Wallonia","85+","M",1
2022-11-03,"Wallonia","85+","F",1
2022-11-03,"Flanders","65-74","M",1
2022-11-03,"Flanders","85+","M",1
2022-11-03,"Flanders","85+","F",1
2022-11-03,"Brussels","85+","M",2
2022-11-04,"Wallonia","45-64","F",1
2022-11-04,"Wallonia","75-84","M",1
2022-11-05,"Wallonia","45-64","M",1
2022-11-05,"Wallonia","85+","M",1
2022-11-05,"Flanders","65-74","F",1
2022-11-05,"Flanders","75-84","M",1
2022-11-05,"Flanders","85+","F",3
2022-11-06,"Wallonia","75-84","F",1
2022-11-06,"Flanders","45-64","F",1
2022-11-06,"Flanders","75-84","F",1
2022-11-07,"Wallonia","85+","M",1
2022-11-07,"Flanders","65-74","M",2
2022-11-07,"Flanders","85+","M",1
2022-11-07,"Flanders","85+","F",1
2022-11-08,"Wallonia","75-84","F",2
2022-11-08,"Flanders","65-74","M",1
2022-11-08,"Flanders","85+","F",1
2022-11-08,"Brussels","65-74","M",1
2022-11-09,"Wallonia","75-84","M",1
2022-11-09,"Flanders","75-84","M",1
2022-11-09,"Flanders","85+","M",1
2022-11-09,"Brussels","75-84","M",1
2022-11-10,"Wallonia","75-84","M",1
2022-11-10,"Flanders","45-64","F",1
2022-11-10,"Flanders","75-84","M",1
2022-11-11,"Wallonia","65-74","F",1
2022-11-11,"Wallonia","75-84","F",1
2022-11-11,"Wallonia","85+","F",1
2022-11-11,"Flanders","75-84","M",1
2022-11-11,"Flanders","85+","M",1
2022-11-11,"Flanders","85+","F",1
2022-11-12,"Wallonia","45-64","M",1
2022-11-12,"Wallonia","75-84","F",1
2022-11-12,"Flanders","45-64","M",1
2022-11-12,"Flanders","65-74","F",2
2022-11-12,"Flanders","75-84","M",1
2022-11-12,"Flanders","85+","F",1
2022-11-13,"Wallonia","45-64","F",1
2022-11-13,"Wallonia","85+","F",1
2022-11-13,"Flanders","65-74","M",1
2022-11-13,"Flanders","75-84","M",1
2022-11-13,"Flanders","75-84","F",2
2022-11-13,"Flanders","85+","M",1
2022-11-14,"Wallonia","65-74","F",2
2022-11-14,"Wallonia","75-84","M",1
2022-11-14,"Flanders","65-74","M",1
2022-11-14,"Flanders","75-84","F",1
2022-11-14,"Flanders","85+","M",1
2022-11-14,"Flanders","85+","F",3
2022-11-15,"Wallonia","85+","F",2
2022-11-15,"Flanders","65-74","F",1
2022-11-15,"Flanders","85+","M",1
2022-11-15,"Flanders","85+","F",1
2022-11-15,"Brussels","45-64","F",1
2022-11-16,"Wallonia","65-74","M",1
2022-11-16,"Wallonia","85+","M",1
2022-11-16,"Flanders","65-74","M",1
2022-11-16,"Flanders","75-84","F",1
2022-11-16,"Flanders","85+","M",1
2022-11-17,"Wallonia","65-74","M",1
2022-11-17,"Wallonia","75-84","F",1
2022-11-18,"Wallonia","85+","M",1
2022-11-18,"Brussels","85+","M",1
2022-11-19,"Wallonia","75-84","M",1
2022-11-20,"Flanders","85+","M",1
2022-11-20,"Flanders","85+","F",2
2022-11-21,"Wallonia","75-84","M",1
2022-11-21,"Wallonia","85+","F",1
2022-11-21,"Flanders","65-74","F",1
2022-11-21,"Flanders","85+","F",1
2022-11-21,"Brussels","85+","F",1
2022-11-22,"Wallonia","65-74","F",1
2022-11-22,"Flanders","65-74","M",1
2022-11-22,"Flanders","85+","M",4
2022-11-22,"Brussels","75-84","M",1
2022-11-23,"Flanders","75-84","F",1
2022-11-23,"Flanders","85+","M",1
2022-11-23,"Flanders","85+","F",1
2022-11-23,"Brussels","85+","M",1
2022-11-24,"Flanders","85+","M",1
2022-11-25,"Wallonia","75-84","M",1
2022-11-25,"Wallonia","85+","M",1
2022-11-25,"Flanders","75-84","M",1
2022-11-25,"Flanders","85+","M",1
2022-11-25,"Brussels","75-84","F",1
2022-11-25,"Brussels","85+","M",1
2022-11-26,"Wallonia","85+","F",1
2022-11-26,"Flanders","85+","F",3
2022-11-27,"Wallonia","85+","M",2
2022-11-27,"Flanders","45-64","M",1
2022-11-29,"Wallonia","85+","F",1
2022-11-29,"Flanders","75-84","F",1
2022-11-29,"Flanders","85+","M",1
2022-11-29,"Flanders","85+","F",1
2022-11-30,"Wallonia","85+","M",1
2022-11-30,"Flanders","85+","M",2
2022-11-30,"Flanders","85+","F",3
2022-12-01,"Flanders","75-84","F",1
2022-12-02,"Wallonia","75-84","F",1
2022-12-02,"Flanders","85+","F",1
2022-12-02,"Brussels","85+","F",1
2022-12-03,"Wallonia","45-64","M",1
2022-12-03,"Wallonia","75-84","F",1
2022-12-03,"Flanders","65-74","M",1
2022-12-04,"Wallonia","65-74","M",1
2022-12-04,"Wallonia","65-74","F",1
2022-12-04,"Wallonia","75-84","F",1
2022-12-04,"Flanders","75-84","M",1
2022-12-04,"Flanders","75-84","F",1
2022-12-04,"Flanders","85+","M",3
2022-12-04,"Flanders","85+","F",2
2022-12-05,"Wallonia","45-64","F",1
2022-12-05,"Flanders","65-74","M",2
2022-12-05,"Flanders","75-84","M",1
2022-12-05,"Flanders","75-84","F",1
2022-12-05,"Flanders","85+","F",3
2022-12-05,"Brussels","75-84","M",1
2022-12-06,"Wallonia","75-84","M",1
2022-12-06,"Wallonia","85+","F",1
2022-12-06,"Flanders","85+","M",1
2022-12-06,"Flanders","85+","F",2
2022-12-06,"Brussels","45-64","M",1
2022-12-07,"Wallonia","45-64","M",1
2022-12-07,"Wallonia","85+","M",1
2022-12-07,"Flanders","75-84","M",1
2022-12-07,"Flanders","85+","F",1
2022-12-07,"Brussels","85+","M",2
2022-12-08,"Wallonia","65-74","F",1
2022-12-08,"Wallonia","75-84","F",1
2022-12-08,"Flanders","65-74","F",1
2022-12-08,"Flanders","75-84","M",1
2022-12-08,"Flanders","85+","F",1
2022-12-09,"Wallonia","85+","M",1
2022-12-09,"Flanders","45-64","F",1
2022-12-09,"Flanders","65-74","F",1
2022-12-09,"Flanders","75-84","M",1
2022-12-09,"Flanders","85+","M",1
2022-12-09,"Brussels","85+","F",1
2022-12-10,"Wallonia","85+","F",1
2022-12-10,"Flanders","65-74","M",1
2022-12-10,"Flanders","75-84","M",1
2022-12-10,"Flanders","75-84","F",1
2022-12-10,"Flanders","85+","M",2
2022-12-10,"Flanders","85+","F",1
2022-12-10,"Brussels","65-74","M",1
2022-12-10,"Brussels","75-84","M",1
2022-12-11,"Wallonia","65-74","M",1
2022-12-11,"Wallonia","75-84","M",2
2022-12-11,"Wallonia","75-84","F",1
2022-12-11,"Flanders","65-74","F",1
2022-12-11,"Flanders","75-84","M",1
2022-12-11,"Flanders","75-84","F",1
2022-12-11,"Flanders","85+","M",1
2022-12-11,"Brussels","65-74","M",1
2022-12-11,"Brussels","85+","M",1
2022-12-12,"Wallonia","45-64","F",1
2022-12-12,"Wallonia","75-84","M",2
2022-12-12,"Flanders","65-74","M",1
2022-12-12,"Flanders","85+","F",1
2022-12-13,"Wallonia","65-74","M",1
2022-12-13,"Wallonia","65-74","F",2
2022-12-13,"Wallonia","85+","M",1
2022-12-13,"Wallonia","85+","F",1
2022-12-13,"Flanders","65-74","M",1
2022-12-13,"Flanders","75-84","M",2
2022-12-13,"Flanders","85+","M",5
2022-12-13,"Flanders","85+","F",3
2022-12-13,"Brussels","45-64","M",1
2022-12-13,"Brussels","85+","F",1
2022-12-14,"Wallonia","65-74","F",1
2022-12-14,"Wallonia","75-84","M",1
2022-12-14,"Wallonia","75-84","F",1
2022-12-14,"Wallonia","85+","F",1
2022-12-14,"Flanders","65-74","M",1
2022-12-14,"Flanders","75-84","M",2
2022-12-14,"Flanders","85+","M",1
2022-12-14,"Flanders","85+","F",1
2022-12-14,"Brussels","75-84","F",1
2022-12-15,"Wallonia","85+","F",1
2022-12-15,"Flanders","75-84","M",3
2022-12-15,"Flanders","85+","M",4
2022-12-15,"Flanders","85+","F",1
2022-12-16,"Wallonia","65-74","M",1
2022-12-16,"Wallonia","75-84","M",1
2022-12-16,"Flanders","45-64","M",1
2022-12-16,"Flanders","45-64","F",1
2022-12-16,"Flanders","65-74","F",1
2022-12-16,"Flanders","85+","M",2
2022-12-16,"Flanders","85+","F",1
2022-12-16,"Brussels","75-84","F",1
2022-12-17,"Wallonia","75-84","M",1
2022-12-17,"Wallonia","85+","F",1
2022-12-17,"Flanders","85+","M",2
2022-12-17,"Flanders","85+","F",3
2022-12-17,"Brussels","75-84","M",1
2022-12-17,"Brussels","85+","F",1
2022-12-18,"Wallonia","65-74","M",3
2022-12-18,"Wallonia","75-84","M",2
2022-12-18,"Wallonia","85+","M",2
2022-12-18,"Flanders","45-64","M",1
2022-12-18,"Flanders","75-84","M",1
2022-12-18,"Flanders","85+","M",3
2022-12-18,"Brussels","85+","F",1
2022-12-19,"Wallonia","65-74","M",2
2022-12-19,"Flanders","25-44","F",1
2022-12-19,"Flanders","65-74","M",1
2022-12-19,"Flanders","75-84","M",1
2022-12-19,"Flanders","75-84","F",1
2022-12-19,"Flanders","85+","M",2
2022-12-19,"Flanders","85+","F",2
2022-12-19,"Brussels","45-64","M",1
2022-12-20,"Wallonia","45-64","M",1
2022-12-20,"Wallonia","65-74","M",1
2022-12-20,"Wallonia","75-84","F",1
2022-12-20,"Wallonia","85+","M",1
2022-12-20,"Wallonia","85+","F",2
2022-12-20,"Flanders","45-64","M",1
2022-12-20,"Flanders","65-74","M",1
2022-12-20,"Flanders","75-84","M",1
2022-12-20,"Flanders","85+","M",3
2022-12-20,"Flanders","85+","F",2
2022-12-20,"Brussels","85+","F",1
2022-12-21,"Wallonia","45-64","M",1
2022-12-21,"Wallonia","45-64","F",1
2022-12-21,"Wallonia","65-74","M",2
2022-12-21,"Wallonia","85+","F",1
2022-12-21,"Flanders","45-64","M",1
2022-12-21,"Flanders","75-84","M",1
2022-12-21,"Flanders","85+","M",2
2022-12-21,"Flanders","85+","F",1
2022-12-21,"Brussels","85+","F",1
2022-12-22,"Wallonia","45-64","M",1
2022-12-22,"Wallonia","75-84","M",2
2022-12-22,"Wallonia","75-84","F",1
2022-12-22,"Wallonia","85+","F",1
2022-12-22,"Flanders","75-84","M",2
2022-12-22,"Flanders","75-84","F",1
2022-12-22,"Flanders","85+","M",1
2022-12-22,"Flanders","85+","F",2
2022-12-22,"Brussels","75-84","F",1
2022-12-22,"Brussels","85+","F",1
2022-12-23,"Wallonia","45-64","F",1
2022-12-23,"Wallonia","75-84","M",1
2022-12-23,"Wallonia","85+","M",1
2022-12-23,"Wallonia","85+","F",1
2022-12-23,"Flanders","25-44","M",1
2022-12-23,"Flanders","45-64","M",1
2022-12-23,"Flanders","65-74","F",1
2022-12-23,"Flanders","85+","M",3
2022-12-23,"Brussels","75-84","M",1
2022-12-23,"Brussels","85+","M",1
2022-12-23,"Brussels","85+","F",1
2022-12-24,"Wallonia","65-74","M",2
2022-12-24,"Wallonia","75-84","M",1
2022-12-24,"Wallonia","75-84","F",1
2022-12-24,"Wallonia","85+","F",1
2022-12-24,"Flanders","65-74","M",1
2022-12-24,"Flanders","75-84","M",2
2022-12-24,"Flanders","85+","M",2
2022-12-24,"Flanders","85+","F",2
2022-12-24,"Brussels","65-74","F",1
2022-12-25,"Wallonia","45-64","F",1
